[SIMINFO]: Generating pseudo random numbers ...
[SIMINFO]: Generating topology scenario ...
[SIMINFO]: Generating node scenario ...
[SIMINFO]: Creating topology scenario reader ...
[SIMINFO]: Creating node scenario reader ...
[SIMINFO]: Creating 5 Node Objects
[SIMINFO]: 0: 10 -INITIALIZE-;
[SIMINFO]: 0: 0-4 -UP-;
[SIMINFO]: Node id range = 0-4
[SIMINFO]: 1000: 10 -STOP_SIMULATION-;
[SIMINFO]: Initialization: 0: Position: {20, 234}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 525: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 526: 0: Position: {115, 500}, Status: MOBILE, Mobility: 3.0s, 198.38 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 526: 1: Position: {294, 573}, Status: MOBILE, Mobility: 0.0s, 10.03 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 526: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 526: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 527: 0: Position: {112, 499}, Status: MOBILE, Mobility: 2.0s, 198.38 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 527: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 527: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 527: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 528: 0: Position: {109, 498}, Status: MOBILE, Mobility: 1.0s, 198.38 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 528: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 528: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 528: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 529: 0: Position: {106, 497}, Status: MOBILE, Mobility: 0.0s, 198.38 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 529: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 529: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 529: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 530: 0: Position: {106, 497}, Status: MOBILE, Mobility: 8.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 530: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 530: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 530: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 531: 0: Position: {106, 496}, Status: MOBILE, Mobility: 7.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 531: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 531: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 531: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 532: 0: Position: {106, 495}, Status: MOBILE, Mobility: 6.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 532: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 532: 2: Position: {112, 245}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 532: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 533: 0: Position: {106, 494}, Status: MOBILE, Mobility: 5.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 533: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 533: 2: Position: {112, 245}, Status: MOBILE, Mobility: 6.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 533: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 534: 0: Position: {106, 493}, Status: MOBILE, Mobility: 4.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 534: 1: Position: {294, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 534: 2: Position: {112, 243}, Status: MOBILE, Mobility: 5.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 534: 3: Position: {389, 35}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 535: 0: Position: {106, 492}, Status: MOBILE, Mobility: 3.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 535: 1: Position: {294, 573}, Status: MOBILE, Mobility: 3.0s, 210.88 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 535: 2: Position: {112, 241}, Status: MOBILE, Mobility: 4.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 535: 3: Position: {389, 35}, Status: MOBILE, Mobility: 8.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 536: 0: Position: {106, 491}, Status: MOBILE, Mobility: 2.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 536: 1: Position: {293, 573}, Status: MOBILE, Mobility: 2.0s, 210.88 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 536: 2: Position: {112, 239}, Status: MOBILE, Mobility: 3.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 536: 3: Position: {385, 36}, Status: MOBILE, Mobility: 7.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 537: 0: Position: {106, 490}, Status: MOBILE, Mobility: 1.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 537: 1: Position: {292, 573}, Status: MOBILE, Mobility: 1.0s, 210.88 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 537: 2: Position: {112, 237}, Status: MOBILE, Mobility: 2.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 537: 3: Position: {381, 37}, Status: MOBILE, Mobility: 6.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 538: 0: Position: {106, 489}, Status: MOBILE, Mobility: 0.0s, 137.07 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 538: 1: Position: {291, 573}, Status: MOBILE, Mobility: 0.0s, 210.88 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 538: 2: Position: {112, 235}, Status: MOBILE, Mobility: 1.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 538: 3: Position: {377, 38}, Status: MOBILE, Mobility: 5.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 539: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 539: 1: Position: {291, 573}, Status: MOBILE, Mobility: 5.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 539: 2: Position: {112, 233}, Status: MOBILE, Mobility: 0.0s, 130.23 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 539: 3: Position: {373, 39}, Status: MOBILE, Mobility: 4.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 540: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 540: 1: Position: {288, 573}, Status: MOBILE, Mobility: 4.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 540: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 10.0s
[SIMINFO]: 540: 3: Position: {369, 40}, Status: MOBILE, Mobility: 3.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 541: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 541: 1: Position: {285, 573}, Status: MOBILE, Mobility: 3.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 541: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 541: 3: Position: {365, 41}, Status: MOBILE, Mobility: 2.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 542: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 542: 1: Position: {282, 573}, Status: MOBILE, Mobility: 2.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 542: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 542: 3: Position: {361, 42}, Status: MOBILE, Mobility: 1.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 543: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 543: 1: Position: {279, 573}, Status: MOBILE, Mobility: 1.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 543: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 543: 3: Position: {357, 43}, Status: MOBILE, Mobility: 0.0s, 298.32 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 544: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 544: 1: Position: {276, 573}, Status: MOBILE, Mobility: 0.0s, 65.93 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 544: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 544: 3: Position: {357, 43}, Status: MOBILE, Mobility: 8.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 545: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 545: 1: Position: {276, 573}, Status: MOBILE, Mobility: 6.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 545: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 545: 3: Position: {359, 42}, Status: MOBILE, Mobility: 7.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 546: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 546: 1: Position: {276, 578}, Status: MOBILE, Mobility: 5.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 546: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 546: 3: Position: {361, 41}, Status: MOBILE, Mobility: 6.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 547: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 547: 1: Position: {276, 583}, Status: MOBILE, Mobility: 4.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 547: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 547: 3: Position: {363, 40}, Status: MOBILE, Mobility: 5.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 548: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 548: 1: Position: {276, 588}, Status: MOBILE, Mobility: 3.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 548: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 548: 3: Position: {365, 39}, Status: MOBILE, Mobility: 4.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 549: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 9.0s
[SIMINFO]: 549: 1: Position: {276, 593}, Status: MOBILE, Mobility: 2.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 549: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 549: 3: Position: {367, 38}, Status: MOBILE, Mobility: 3.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 550: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 8.0s
[SIMINFO]: 550: 1: Position: {276, 598}, Status: MOBILE, Mobility: 1.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 550: 2: Position: {112, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 550: 3: Position: {369, 37}, Status: MOBILE, Mobility: 2.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 551: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 7.0s
[SIMINFO]: 551: 1: Position: {276, 603}, Status: MOBILE, Mobility: 0.0s, 51.93 degrees, 5m/s Pause: 0.0s
[SIMINFO]: 551: 2: Position: {112, 233}, Status: MOBILE, Mobility: 4.0s, 213.59 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 551: 3: Position: {371, 36}, Status: MOBILE, Mobility: 1.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 552: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 552: 1: Position: {276, 603}, Status: MOBILE, Mobility: 10.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 552: 2: Position: {115, 233}, Status: MOBILE, Mobility: 3.0s, 213.59 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 552: 3: Position: {373, 35}, Status: MOBILE, Mobility: 0.0s, 68.6 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 553: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 553: 1: Position: {277, 600}, Status: MOBILE, Mobility: 9.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 553: 2: Position: {118, 233}, Status: MOBILE, Mobility: 2.0s, 213.59 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 553: 3: Position: {373, 35}, Status: MOBILE, Mobility: 10.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 554: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 554: 1: Position: {278, 597}, Status: MOBILE, Mobility: 8.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 554: 2: Position: {121, 233}, Status: MOBILE, Mobility: 1.0s, 213.59 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 554: 3: Position: {369, 36}, Status: MOBILE, Mobility: 9.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 555: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 555: 1: Position: {279, 594}, Status: MOBILE, Mobility: 7.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 555: 2: Position: {124, 233}, Status: MOBILE, Mobility: 0.0s, 213.59 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 555: 3: Position: {365, 37}, Status: MOBILE, Mobility: 8.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 556: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 556: 1: Position: {280, 591}, Status: MOBILE, Mobility: 6.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 556: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 6.0s
[SIMINFO]: 556: 3: Position: {361, 38}, Status: MOBILE, Mobility: 7.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 557: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 557: 1: Position: {281, 588}, Status: MOBILE, Mobility: 5.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 557: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 5.0s
[SIMINFO]: 557: 3: Position: {357, 39}, Status: MOBILE, Mobility: 6.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 558: 0: Position: {106, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 558: 1: Position: {282, 585}, Status: MOBILE, Mobility: 4.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 558: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 4.0s
[SIMINFO]: 558: 3: Position: {353, 40}, Status: MOBILE, Mobility: 5.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 559: 0: Position: {106, 489}, Status: MOBILE, Mobility: 10.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 559: 1: Position: {283, 582}, Status: MOBILE, Mobility: 3.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 559: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 559: 3: Position: {349, 41}, Status: MOBILE, Mobility: 4.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 560: 0: Position: {104, 489}, Status: MOBILE, Mobility: 9.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 560: 1: Position: {284, 579}, Status: MOBILE, Mobility: 2.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 560: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 560: 3: Position: {345, 42}, Status: MOBILE, Mobility: 3.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 561: 0: Position: {102, 489}, Status: MOBILE, Mobility: 8.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 561: 1: Position: {285, 576}, Status: MOBILE, Mobility: 1.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 561: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 561: 3: Position: {341, 43}, Status: MOBILE, Mobility: 2.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 562: 0: Position: {100, 489}, Status: MOBILE, Mobility: 7.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 562: 1: Position: {286, 573}, Status: MOBILE, Mobility: 0.0s, 86.6 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 562: 2: Position: {124, 233}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 562: 3: Position: {337, 44}, Status: MOBILE, Mobility: 1.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 563: 0: Position: {98, 489}, Status: MOBILE, Mobility: 6.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 563: 1: Position: {286, 573}, Status: MOBILE, Mobility: 10.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 563: 2: Position: {124, 233}, Status: MOBILE, Mobility: 2.0s, 124.92 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 563: 3: Position: {333, 45}, Status: MOBILE, Mobility: 0.0s, 34.37 degrees, 4m/s Pause: 0.0s
[SIMINFO]: 564: 0: Position: {96, 489}, Status: MOBILE, Mobility: 5.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 564: 1: Position: {283, 573}, Status: MOBILE, Mobility: 9.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 564: 2: Position: {125, 232}, Status: MOBILE, Mobility: 1.0s, 124.92 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 564: 3: Position: {333, 45}, Status: MOBILE, Mobility: 4.0s, 17.3 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 565: 0: Position: {94, 489}, Status: MOBILE, Mobility: 4.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 565: 1: Position: {280, 573}, Status: MOBILE, Mobility: 8.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 565: 2: Position: {126, 231}, Status: MOBILE, Mobility: 0.0s, 124.92 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 565: 3: Position: {333, 42}, Status: MOBILE, Mobility: 3.0s, 17.3 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 566: 0: Position: {92, 489}, Status: MOBILE, Mobility: 3.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 566: 1: Position: {277, 573}, Status: MOBILE, Mobility: 7.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 566: 2: Position: {126, 231}, Status: MOBILE, Mobility: 6.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 566: 3: Position: {333, 39}, Status: MOBILE, Mobility: 2.0s, 17.3 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 567: 0: Position: {90, 489}, Status: MOBILE, Mobility: 2.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 567: 1: Position: {274, 573}, Status: MOBILE, Mobility: 6.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 567: 2: Position: {127, 232}, Status: MOBILE, Mobility: 5.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 567: 3: Position: {333, 36}, Status: MOBILE, Mobility: 1.0s, 17.3 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 568: 0: Position: {88, 489}, Status: MOBILE, Mobility: 1.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 568: 1: Position: {271, 573}, Status: MOBILE, Mobility: 5.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 568: 2: Position: {128, 233}, Status: MOBILE, Mobility: 4.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 568: 3: Position: {333, 33}, Status: MOBILE, Mobility: 0.0s, 17.3 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 569: 0: Position: {86, 489}, Status: MOBILE, Mobility: 0.0s, 135.28 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 569: 1: Position: {268, 573}, Status: MOBILE, Mobility: 4.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 569: 2: Position: {129, 234}, Status: MOBILE, Mobility: 3.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 569: 3: Position: {333, 33}, Status: MOBILE, Mobility: 4.0s, 326.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 570: 0: Position: {86, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 2.0s
[SIMINFO]: 570: 1: Position: {265, 573}, Status: MOBILE, Mobility: 3.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 570: 2: Position: {130, 235}, Status: MOBILE, Mobility: 2.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 570: 3: Position: {336, 31}, Status: MOBILE, Mobility: 3.0s, 326.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 571: 0: Position: {86, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 571: 1: Position: {262, 573}, Status: MOBILE, Mobility: 2.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 571: 2: Position: {131, 236}, Status: MOBILE, Mobility: 1.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 571: 3: Position: {339, 29}, Status: MOBILE, Mobility: 2.0s, 326.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 572: 0: Position: {86, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 572: 1: Position: {259, 573}, Status: MOBILE, Mobility: 1.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 572: 2: Position: {132, 237}, Status: MOBILE, Mobility: 0.0s, 308.66 degrees, 1m/s Pause: 0.0s
[SIMINFO]: 572: 3: Position: {342, 27}, Status: MOBILE, Mobility: 1.0s, 326.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 573: 0: Position: {86, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 1.0s
[SIMINFO]: 573: 1: Position: {256, 573}, Status: MOBILE, Mobility: 0.0s, 260.77 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 573: 2: Position: {132, 237}, Status: MOBILE, Mobility: 3.0s, 132.84 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 573: 3: Position: {345, 25}, Status: MOBILE, Mobility: 0.0s, 326.19 degrees, 3m/s Pause: 0.0s
[SIMINFO]: 574: 0: Position: {86, 489}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 0.0s
[SIMINFO]: 574: 1: Position: {256, 573}, Status: STATIONARY, Mobility: 0.0s, 0.0 degrees, 0m/s Pause: 3.0s
[SIMINFO]: 574: 2: Position: {133, 239}, Status: MOBILE, Mobility: 2.0s, 132.84 degrees, 2m/s Pause: 0.0s
[SIMINFO]: 574: 3: Position: {345, 25}, Status: MOBILE, Mobility: 6.0s, 43.23 degrees, 3m/s Pause: 0.0s
